store_id,timezone_str
1406152021548527918,America/Denver
2743917683024367670,America/Denver
1263313221864352798,America/Denver
6033078927093216807,America/Denver
5324764130529948850,America/Denver
5963244290990414105,America/Denver
60457724125785585,America/Denver
2485499600567598550,America/Denver
7079274467824786529,America/Denver
1759100766811847016,America/Denver
5953482702228811540,America/Denver
7782135406639936057,America/Denver
6561703302272808517,America/Denver
2716610122072123243,America/Chicago
5347190332832093080,America/Chicago
8358338731902291786,America/Chicago
7494741768470986869,America/Chicago
5871369041881192916,America/Chicago
4093637869733340731,America/Chicago
4944536771765996026,America/Chicago
5638448267600207795,America/Chicago
6077660293503601866,America/Chicago
158406589678859173,America/Chicago
7614824149049759851,America/Chicago
4980781886232290796,America/Chicago
148795032015503980,America/Chicago
7048905833395581738,America/Chicago
3520543761789396773,America/Chicago
7700782639388559644,America/Chicago
8032203943642240039,America/Chicago
3511697439746388335,America/Chicago
541109969542481625,America/Chicago
2243645196147922938,America/Chicago
8138753161225770962,America/Chicago
4564476575467126467,America/Chicago
2745405131043922955,America/Chicago
367590061114712815,America/Chicago
4392262532304212457,America/Chicago
8204802052972909326,America/Chicago
8260425251717833965,America/Chicago
2723370672116413902,America/Chicago
4328591465187020322,America/Chicago
5013320822136552165,America/Chicago
7315424696798227151,America/Chicago
84556309993044773,America/Chicago
5501223155082294021,America/Chicago
7082578511700830448,America/Chicago
3735062644644951598,America/Chicago
6885055584095593568,America/Chicago
2739506591976043860,America/Chicago
7570269368745353854,America/Chicago
3880151045864708269,America/Chicago
3904969617592740705,America/Chicago
6293447473718103019,America/Chicago
9093184199664355954,America/Chicago
3639357247132139641,America/Chicago
4452511061815625182,America/Chicago
4302876854415357898,America/Chicago
9187547007090535526,America/Chicago
6102129618872858606,America/Chicago
6828664592648566966,America/Chicago
4294796976390641784,America/Chicago
2799412755942795518,America/Chicago
5228523973235102150,America/Chicago
7787233413436356353,America/Chicago
8767068586059881204,America/Chicago
6047205650421415000,America/Chicago
1653546505509885456,America/Chicago
2435196420942917349,America/Chicago
2357757371120531929,America/Chicago
404347378606512385,America/Chicago
7920342993186169703,America/Chicago
1749934803604450894,America/Chicago
4683660238197535839,America/Chicago
590843890890025127,America/Chicago
8518420877315551053,America/Chicago
8174582901236810236,America/Chicago
1247679670163222814,America/Chicago
2093459406570130080,America/Chicago
6552433352624117779,America/Chicago
5128069222245972936,America/Chicago
5617147641233795296,America/Chicago
2328922577549224385,America/Chicago
8902299702965892833,America/Chicago
5772275248460011564,America/Chicago
7709672704889672140,America/Chicago
1568938491008399136,America/Chicago
7598275831951085035,America/Chicago
5484740482186213372,America/Chicago
4270744069660276008,America/Chicago
5934756706876462824,America/Chicago
5332269489088543854,America/Chicago
2821716218327194996,America/Chicago
2141385027021675889,America/Chicago
2107845511883729045,America/Chicago
5645218418215070857,America/Chicago
3121383547391132887,America/Chicago
8470714152989033556,America/Chicago
1142217956989272744,America/Chicago
6940297665890606054,America/Chicago
4378492065940312953,America/Chicago
4668147078195147229,America/Chicago
1265586619698561267,America/Chicago
4108771977457241007,America/Chicago
442221075012068131,America/Chicago
1133297841839630705,America/Chicago
4393726559807507255,America/Chicago
2570503046636429378,America/Chicago
2741813902405087050,America/Chicago
114275044024650773,America/Chicago
3430291845684286642,America/Chicago
2789835417512749936,America/Chicago
6561574537151816086,America/Chicago
96562112022963516,America/Chicago
7535412366097548723,America/Chicago
3587665864946240964,America/Chicago
2601623541509400542,America/Chicago
7516542846385307227,America/Chicago
3510851156832069763,America/Chicago
7735253880009557608,America/Chicago
4624725758261783243,America/Chicago
3261499711683468740,America/Chicago
891329511295269720,America/Chicago
8395278100631560761,America/Chicago
2543361499493856526,America/Chicago
1352067438971867278,America/Chicago
8158574425503693718,America/Chicago
978662904734234369,America/Chicago
8284419975823451193,America/Chicago
4568804477775278696,America/Chicago
3334018861623947597,America/Chicago
5869359793550600766,America/Chicago
3967308403807969669,America/Chicago
7915689110941151310,America/Chicago
5749922296635145506,America/Chicago
8494749731668571682,America/Chicago
9125769193436105000,America/Chicago
8804060814231974834,America/Chicago
6762475149574716258,America/Chicago
8567568702056553166,America/Chicago
2062632175994588271,America/Chicago
2326998101403619796,America/Chicago
3476297652413330731,America/Chicago
8769244068032301610,America/Chicago
1281369870889059404,America/Chicago
7484228659551863931,America/Chicago
5194480840419173071,America/Chicago
7913048394031126738,America/Chicago
7107629672848489940,America/Chicago
7101133681770744047,America/Chicago
5285677229247796985,America/Chicago
2447384155877148423,America/Chicago
3004335085266214420,America/Chicago
4616172507620864132,America/Chicago
4479691732026209340,America/Chicago
6833173360315994191,America/Chicago
6348248333327710775,America/Chicago
3733328457465971628,America/Chicago
2696644192611925431,America/Chicago
8721185064311032518,America/Chicago
4147900741778358744,America/Chicago
5048390595707248268,America/Chicago
6236032181607039940,America/Chicago
4398082883008351949,America/Chicago
8656974969835091987,America/Chicago
78840133745304014,America/Chicago
3344763649801164460,America/Chicago
1552357708124022142,America/Chicago
5528766180183805661,America/Chicago
6252624026242162708,America/Chicago
4923162991944642705,America/Chicago
6792005552508373456,America/Chicago
3207936275085636287,America/Chicago
1227925152111468964,America/Chicago
3830435584849095889,America/Chicago
5721357029476609077,America/Chicago
1495179965606986494,America/Chicago
5610412530533291063,America/Chicago
9111813718630350474,America/Chicago
7001015127375054226,America/Chicago
2126569572325536294,America/Chicago
4664838166424751162,America/Chicago
1062490453651181568,America/Chicago
3119561459267159151,America/Chicago
5829217592981755483,America/Chicago
229392696493371616,America/Chicago
3897548149267830666,America/Chicago
7898009483253486425,America/Chicago
7116155571181942746,America/Chicago
3408762813100733141,America/Chicago
6202874450801049187,America/Chicago
4248854976462323200,America/Chicago
6540865366107698272,America/Chicago
3750497338178007450,America/Chicago
544843242554356188,America/Chicago
4681743429609749121,America/Chicago
1245871250837592404,America/Chicago
2742003467129972596,America/Chicago
6817327931256412969,America/Chicago
6108971205781098565,America/Chicago
145417959116960440,America/Chicago
2671352006512594556,America/Chicago
5516253888190090178,America/Chicago
3673755321638450787,America/Chicago
757564082742101725,America/Chicago
391996128555104689,America/Chicago
1024015964072928046,America/Chicago
4307011245033810874,America/Chicago
8833174126387019785,America/Chicago
2378940157071248391,America/Chicago
2460010385978945388,America/Chicago
2607803237069552758,America/Chicago
5441697692781080792,America/Chicago
2942562654126415992,America/Chicago
8342809399303170104,America/Chicago
5514360354119431183,America/Chicago
7669040490108017952,America/Chicago
12572597046904092,America/Chicago
1324681203567490082,America/Chicago
3970428415823108093,America/Chicago
1281962307190481769,America/Chicago
7865853505802791614,America/Chicago
339527900019182494,America/Chicago
2200316197143126398,America/Chicago
849669130903883218,America/Chicago
1120203242682432112,America/Chicago
1339634828329062513,America/Chicago
8377637253278141924,America/Chicago
1406055937856189625,America/Chicago
5670063460750150662,America/Chicago
4756832881864797637,America/Chicago
7848107479568999542,America/Chicago
7102602689636982474,America/Chicago
3528905339584729426,America/Chicago
6644346740593479671,America/Chicago
7298697060786411262,America/Chicago
332573856100750857,America/Chicago
8046946363444153301,America/Chicago
921857799091881195,America/Chicago
8469454412704129667,America/Chicago
6842397837840074931,America/Chicago
3335936003001211540,America/Chicago
1494721423399185336,America/Chicago
5548591958446704772,America/Chicago
3355650025131059565,America/Chicago
4823461475864726096,America/Chicago
3309449187761773285,America/Chicago
6908789011556253351,America/Chicago
8165685535525538800,America/Chicago
7384579014141510360,America/Chicago
1912555533282230523,America/Chicago
4176667942951462854,America/Chicago
6935189878675027473,America/Chicago
8493329891106339753,America/Chicago
6534582361387159998,America/Chicago
4958276022230275279,America/Chicago
6263806500030725828,America/Chicago
4656329363676640496,America/Chicago
5882131408888381960,America/Chicago
5148694224669442750,America/Chicago
7377442190619561655,America/Chicago
8241407863379904851,America/Chicago
6243851406198325678,America/Chicago
8739366148952710727,America/Chicago
6459845284155432644,America/Chicago
810957447354664574,America/Chicago
8970509312518893785,America/Chicago
1759040210299471913,America/Chicago
3131488116569714251,America/Chicago
5044586070385128581,America/Chicago
7466277663248763659,America/Chicago
6703745954269203712,America/Chicago
3655250411246040457,America/Chicago
4608713669307530996,America/Chicago
9218470229355806679,America/Chicago
2689915302676052787,America/Chicago
3181682982511372161,America/Chicago
8957564409329106783,America/Chicago
5437414992872782794,America/Chicago
1736823622651363324,America/Chicago
5225120952399060307,America/Chicago
6421416286321404209,America/Chicago
8525317248689089924,America/Chicago
5885389123242289716,America/Chicago
1568048303936889128,America/Chicago
1275530718017616233,America/Chicago
7423028298759910665,America/Chicago
2222659961197665002,America/Chicago
2581306311641061569,America/Chicago
4439758315040000214,America/Chicago
2816010346575914202,America/Chicago
9091984024869413132,America/Chicago
3010734844991134260,America/Chicago
3478508669626617796,America/Chicago
922677094745545948,America/Chicago
8510657403329403361,America/Chicago
2544654206029195412,America/Chicago
1085824308941718209,America/Chicago
7642900884278143798,America/Chicago
4772426002265484977,America/Chicago
8839009347165021967,America/Chicago
1076326551375173763,America/Chicago
3483396411645927810,America/Chicago
8383837387169593069,America/Chicago
8596104727907893615,America/Chicago
5943691394885647081,America/Chicago
7160291849340964918,America/Chicago
8705601254340815493,America/Chicago
4164786324368398402,America/Chicago
1329620749273573213,America/Chicago
3872163434748924812,America/Chicago
530052332378613789,America/Chicago
544421500538284823,America/Chicago
8252810315979230650,America/Chicago
2654794462633250702,America/Chicago
5638371070040836066,America/Chicago
4647070785754553179,America/Chicago
5414311746658143054,America/Chicago
6651116329301285608,America/Chicago
6022548883305393564,America/Chicago
3182483432348915988,America/Chicago
6710364911321105729,America/Chicago
7431024604579120252,America/Chicago
8516636064198554687,America/Chicago
4866400698986294569,America/Chicago
2237237809358266022,America/Chicago
5404373355533072272,America/Chicago
807795446744791539,America/Chicago
3636679415424536226,America/Chicago
5519546548733745356,America/Chicago
3302025903868811555,America/Chicago
3570313972097068018,America/Chicago
2169420598568208664,America/Chicago
7369000223881875999,America/Chicago
1600945327166552615,America/Chicago
5011875935689158149,America/Chicago
8057193747432734671,America/Chicago
6814306481052341158,America/Chicago
6082960386530651837,America/Chicago
8302393800798571304,America/Chicago
4917202297383237926,America/Chicago
6953348387419728440,America/Chicago
2152172270735743834,America/Chicago
3217866581073341993,America/Chicago
4921318406079072062,America/Chicago
222120335767680780,America/Chicago
5366893348553692452,America/Chicago
191331733720214713,America/Chicago
7235724709470150362,America/Chicago
1704502456927455373,America/Chicago
505566916207950598,America/Chicago
7852975887098099378,America/Chicago
4789157162476311805,America/Chicago
3301402885999045956,America/Chicago
4025243709505534400,America/Chicago
2717033434149907233,America/Chicago
5623183175403629727,America/Chicago
7764169820811597185,America/Chicago
8496299046890675668,America/Chicago
2755282567814293240,America/Chicago
7542507095706884557,America/Chicago
6711428470739531382,America/Chicago
3955175527438439049,America/Chicago
8363703646299213971,America/Chicago
4390339339092922880,America/Chicago
2819620032108319968,America/Chicago
8273753264268101658,America/Chicago
1059123788319082228,America/Chicago
6321616220523777465,America/Chicago
8562380563167441809,America/Chicago
4846221263435180255,America/Chicago
468251853021790099,America/Chicago
8317560550989820837,America/Chicago
6189768128772440449,America/Chicago
10913998916849586,America/Chicago
396078877209258585,America/Chicago
7685023249649306361,America/Chicago
6570957590527764528,America/Chicago
1851462329436760047,America/Chicago
9094899234157960657,America/Chicago
3109175233871883374,America/Chicago
1834569743158088021,America/Chicago
4424946105527141451,America/Chicago
2999376585553443335,America/Chicago
3472583359122033940,America/Chicago
7186159957839323524,America/Chicago
7829875808885458590,America/Chicago
5857383362689775783,America/Chicago
8245825950638749372,America/Chicago
4681761385056565771,America/Chicago
3199288788810367360,America/Chicago
8024838149298896430,America/Chicago
4738825005004186886,America/Chicago
2557363912224593999,America/Chicago
7093743177671699467,America/Chicago
1603774261069625841,America/Chicago
2740314805467984430,America/Chicago
1095317074200225605,America/Chicago
2336119809941801598,America/Chicago
4113789786207506299,America/Chicago
1530189762783095168,America/Chicago
9028358488290162703,America/Chicago
4211742229230531986,America/Chicago
86280978327987306,America/Chicago
2794668734436382699,America/Chicago
2637135180128265866,America/Chicago
7285025333367797175,America/Chicago
4229534553524953507,America/Chicago
7872057805038703923,America/Chicago
3478034052400425126,America/Chicago
3705229786086545658,America/Chicago
4455955882727210429,America/Chicago
7378209180335728706,America/Chicago
3835220596587037896,America/Chicago
6934282015525708051,America/Chicago
2739571364086420885,America/Chicago
2378235490339082505,America/Chicago
4631422733156765096,America/Chicago
498507889058368504,America/Chicago
8562888091899130185,America/Chicago
3526550107739667540,America/Chicago
3585657517109439062,America/Chicago
6374225983522703190,America/Chicago
3815439093006914422,America/Chicago
3272045057316259592,America/Chicago
5048490932761510857,America/Chicago
5775255591306877364,America/Chicago
7582069595165541352,America/Chicago
5658095063472105077,America/Chicago
8783702544048545188,America/Chicago
3230649452233072527,America/Chicago
4545109870331407179,America/Chicago
1387499127856730283,America/Chicago
3773190039392271685,America/Chicago
2603208997901235365,America/Chicago
1699237904069988468,America/Chicago
61249558930922388,America/Chicago
8156012280066976692,America/Chicago
2237706596783713721,America/Chicago
6552654471062018440,America/Chicago
6936490969710201366,America/Chicago
2399528086871175580,America/Chicago
663034937572544197,America/Chicago
669891907552658421,America/Chicago
5102129532826692428,America/Chicago
8933079223550783226,America/Chicago
294330749305213289,America/Chicago
7707528008225066648,America/Chicago
1641569296021103785,America/Chicago
4301691019706464256,America/Chicago
6922065097784044235,America/Chicago
5364482641103760905,America/Chicago
8947746420989097145,America/Chicago
4750972984503710487,America/Chicago
3194503360329838738,America/Chicago
5328868441857118583,America/Chicago
3695022570505501051,America/Chicago
7051857931649539994,America/Chicago
1457721081990653172,America/Chicago
4258430292538152783,America/Chicago
106468360682739586,America/Chicago
7313783811030440445,America/Chicago
8835187269741245949,America/Chicago
2254345540888774754,America/Chicago
8091378431608170005,America/Chicago
7042794996615483386,America/Chicago
7680612665427845811,America/Chicago
2378834470095357297,America/Chicago
8670696899878762943,America/Chicago
6104774241364058349,America/Chicago
1868307042375215207,America/Chicago
918401936273728554,America/Chicago
5366072592790137092,America/Chicago
7078500601172140486,America/Chicago
5587568496527379193,America/Chicago
5175069132751814351,America/Chicago
3683209280250377921,America/Chicago
7681219113084292190,America/Chicago
1921454076511895339,America/Chicago
3480743953780628156,America/Chicago
6361135200790329214,America/Chicago
8167861777770124168,America/Chicago
7284033073501154264,America/Chicago
1087889765091730849,America/Chicago
4993050751327963474,America/Chicago
2088770151390257149,America/Chicago
5288022037722914898,America/Chicago
1758856469274535983,America/Chicago
1499848007077225326,America/Chicago
1479192551603889353,America/Chicago
2119174631289855900,America/Chicago
7966661384416535769,America/Chicago
7680753725527618600,America/Chicago
7197782624768298303,America/Chicago
8457830603693431027,America/Chicago
7586236246925198801,America/Chicago
8950409301820724580,America/Chicago
7863591736472240852,America/Chicago
8720357761989598898,America/Chicago
3557299608514966155,America/Chicago
1019604210961591619,America/Chicago
203579134595321677,America/Chicago
673229154936580065,America/Chicago
6150710830392700827,America/Chicago
3478937946272191427,America/Chicago
2847403169862292114,America/Chicago
8268352865482234759,America/Chicago
7738559705422502250,America/Chicago
4197788539591985681,America/Chicago
8083815008799489135,America/Chicago
815627275967566024,America/Chicago
8485659148100683543,America/Chicago
9122234953594183574,America/Chicago
6393855138573945748,America/Chicago
3945441938695925496,America/Chicago
8615198867927056105,America/Chicago
6140591906088014644,America/Chicago
7133242594833843971,America/Chicago
7692838032555156056,America/Chicago
55151290366655015,America/Chicago
1450203922509823592,America/Chicago
4186126092625522102,America/Chicago
6700827192863201373,America/Chicago
299227269549581664,America/Chicago
8756957520812511864,America/Chicago
2790188243792541721,America/Chicago
5780813717310121743,America/Chicago
1631016403623179868,America/Chicago
8990811386950295397,America/Chicago
6116589245105686742,America/Chicago
9216608060240292676,America/Chicago
5383477212520237550,America/Chicago
5631063694141032107,America/Chicago
7738034470109474246,America/Chicago
8749623912306953167,America/Chicago
887677403014442528,America/Chicago
4936277927121415237,America/Chicago
4448610765855439068,America/Chicago
6836033035108373086,America/Chicago
234569288492497785,America/Chicago
1348165316793721419,America/Chicago
584751489929412132,America/Chicago
5279170232832428827,America/Chicago
5707114606967434560,America/Chicago
8208813797060980336,America/Chicago
5887114744057520370,America/Chicago
2599475649067501230,America/Chicago
1278643893148035299,America/Chicago
3512974005350486928,America/Chicago
4960244948227053133,America/Chicago
9211173451848779996,America/Chicago
2067164734746716745,America/Chicago
752281089013846258,America/Chicago
4674224899881959248,America/Chicago
3419360295103124992,America/Chicago
3391217351846804188,America/Chicago
6489431294482978593,America/Chicago
3186439736636543527,America/Chicago
448492328628553910,America/Chicago
8155883240225168501,America/Chicago
4966605174073389857,America/Chicago
6087886175480507340,America/Chicago
4912020775266070696,America/Chicago
2524362373133678272,America/Chicago
6498887499737752417,America/Chicago
1825417801525034310,America/Chicago
3613694851117232441,America/Chicago
690952768266334262,America/Chicago
6449099494722666792,America/Chicago
5912314869414264686,America/Chicago
1391578054319204544,America/Chicago
4319734319707522753,America/Chicago
4090481524831590900,America/Chicago
5707059129682144444,America/Chicago
2866836428660074348,America/Chicago
2594115075249930979,America/Chicago
4071913031448196877,America/Chicago
8478471844472110694,America/Chicago
523049297143591344,America/Chicago
6312260978612109571,America/Chicago
9185710811148449966,America/Chicago
5984095994339754784,America/Chicago
1712278235275382444,America/Chicago
3299199489872676166,America/Chicago
6418821628339996480,America/Chicago
5357681752363472539,America/Chicago
6251702277533981511,America/Chicago
7948639756958513365,America/Chicago
9021704785002140475,America/Chicago
7037281316468280772,America/Chicago
6518644166216963647,America/Chicago
8892632628742932253,America/Chicago
2571476781076473087,America/Chicago
8957614279107724771,America/Chicago
5556620704743447028,America/Chicago
7361989448977438530,America/Chicago
3770336430042470748,America/Chicago
2429898146291919515,America/Chicago
5668663208996864175,America/Chicago
7830218091412521629,America/Chicago
2259299822304943848,America/Chicago
3002563977790624247,America/Chicago
3164140584655400199,America/Chicago
7258872551189940695,America/Chicago
2102359227516493703,America/Chicago
6917905471606886917,America/Chicago
7049954960452260217,America/Chicago
2619296338467852730,America/Chicago
6804389613752301838,America/Chicago
7136624914682454167,America/Chicago
9090972170317646015,America/Chicago
5261885258646532685,America/Chicago
2680650532958055131,America/Chicago
4953746467243872212,America/Chicago
4643583928115726413,America/Chicago
1849388240019458095,America/Chicago
7374835621024359510,America/Chicago
6958552992876076586,America/Chicago
5767579036605507392,America/Chicago
3460865388202472641,America/Chicago
6582094359147206562,America/Chicago
5507678232745829789,America/Chicago
3361278033591045661,America/Chicago
3406213355646882913,America/Chicago
3736020474948612623,America/Chicago
7613925694041750584,America/Chicago
7972220492862956982,America/Chicago
8502849623777369877,America/Chicago
5959131204362887425,America/Chicago
9091598463726892679,America/Chicago
3698023975922519548,America/Chicago
3196451615340323996,America/Chicago
2543587898066870083,America/Chicago
1030744217790694351,America/Chicago
8190956604937856935,America/Chicago
4319847457369554750,America/Chicago
1306376180873819584,America/Chicago
219481587825507923,America/Chicago
5541569550477620896,America/Chicago
4740534269615446483,America/Chicago
4453200001850213794,America/Chicago
421098262850813416,America/Chicago
2219094123661863605,America/Chicago
1589868723132088414,America/Chicago
8789085811028500642,America/Chicago
4079089274955837207,America/Chicago
732111080654770566,America/Chicago
1844746250096089921,America/Chicago
495872192131912338,America/Chicago
3042465185631957721,America/Chicago
4411773601118000118,America/Chicago
6808784752574698744,America/Chicago
5964200933232420586,America/Chicago
3525036210361946574,America/Chicago
8552358569457577396,America/Chicago
7219400997093143883,America/Chicago
7506008567511802466,America/Chicago
2426065873113268109,America/Chicago
5354461434537750315,America/Chicago
6521709332044336823,America/Chicago
8430834726849408278,America/Chicago
7764287629026272070,America/Chicago
2582708219038444833,America/Chicago
2862331239181113705,America/Chicago
5030599329267502189,America/Chicago
4217851448495228964,America/Chicago
497720491861994823,America/Chicago
6673937918210303628,America/Chicago
7793988520768291619,America/Chicago
3771463485782823457,America/Chicago
8580273057013579487,America/Chicago
568283481102428664,America/Chicago
4421288579483257531,America/Chicago
4566431304983148889,America/Chicago
1714909675947238649,America/Chicago
2906370246630323779,America/Chicago
3823987586241023406,America/Chicago
1438440129937723749,America/Chicago
819095352994081469,America/Chicago
6672358313930068568,America/Chicago
2666209032810109242,America/Chicago
6521240417322624256,America/Chicago
5820772308537174327,America/Chicago
9058354613267166746,America/Chicago
2475650598922944667,America/Chicago
7127159501408290773,America/Chicago
1254840125994230190,America/Chicago
4732139104302921271,America/Chicago
1913159033416889517,America/Chicago
1124015659351481418,America/Chicago
6453972879086835313,America/Chicago
200167416351454357,America/Chicago
8586165988377528596,America/Chicago
2959138085859903490,America/Chicago
7599966346464687477,America/Chicago
2749037103784818563,America/Chicago
916184387448422638,America/Chicago
4207849458368143009,America/Chicago
3458686109894901608,America/Chicago
4141636340392982309,America/Chicago
1371849574488074547,America/Chicago
1371997620756405325,America/Chicago
7364665232486517015,America/Chicago
1287736612225561084,America/Chicago
3979734616819094992,America/Chicago
4819303266845858418,America/Chicago
8754037299794781932,America/Chicago
8850787479646852679,America/Chicago
741582341860926253,America/Chicago
7444716675586660524,America/Chicago
5925908653270249344,America/Chicago
5015159283312873114,America/Chicago
5946972083867051183,America/Chicago
5159878404342626391,America/Chicago
3060741418678840896,America/Chicago
6693835398675714278,America/Chicago
7722193507131423111,America/Chicago
8556921637233741846,America/Chicago
7361102123552834037,America/Chicago
2123709446545200911,America/Chicago
9160893453047180543,America/Chicago
97178307441486002,America/Chicago
226384701555673146,America/Chicago
435085418018390256,America/Chicago
7919799563790260571,America/Chicago
7011132323267779050,America/Chicago
6914747689514833207,America/Chicago
5704365908807155452,America/Chicago
3192652934668828619,America/Chicago
6451990592605289918,America/Chicago
3054456904754042262,America/Chicago
1050521747034630519,America/Chicago
3747499719140042200,America/Chicago
7362792770515105047,America/Chicago
2200811824942607177,America/Chicago
8185596343344179578,America/Chicago
6064066189457611359,America/Chicago
8750077875509858628,America/Chicago
1356639062004033069,America/Chicago
5873420561510150431,America/Chicago
4743255264227164964,America/Chicago
4491819993312601195,America/Chicago
6447334345695462104,America/Chicago
2013561676421083817,America/Chicago
8958648822425380516,America/Chicago
1580101797067746428,America/Chicago
4713142533156884849,America/Chicago
2837852186305332910,America/Chicago
4038082880129066347,America/Chicago
751852163964670433,America/Chicago
803265990180573432,America/Chicago
7294048986593259344,America/Chicago
4256136510857173014,America/Chicago
1237832351878275948,America/Chicago
660813193985177775,America/Chicago
1869238669889378147,America/Chicago
2343433192993580670,America/Chicago
3191503606930686973,America/Chicago
6122083003778400912,America/Chicago
2804435898366535856,America/Chicago
3324030567183829850,America/Chicago
5557722306630894210,America/Chicago
2650516056461391279,America/Chicago
6293405985670147657,America/Chicago
226072070942895639,America/Chicago
3072450101185104763,America/Chicago
4986081097183220101,America/Chicago
3922988079736481532,America/Chicago
8719470752573853695,America/Chicago
6233736271756057791,America/Chicago
4375407253113357692,America/Chicago
5523391085148600449,America/Chicago
6414533977419626526,America/Chicago
7549938997280081169,America/Chicago
4957109032670368344,America/Chicago
1841819220122241606,America/Chicago
2441408053249350573,America/Chicago
219695402222975151,America/Chicago
4308716327356326641,America/Chicago
3186178442210385316,America/Chicago
2982850244696162903,America/Chicago
6243878889832386076,America/Chicago
8991209400382186377,America/Chicago
5145591169411116218,America/Chicago
7306894114896605584,America/Chicago
935974959390587892,America/Chicago
8266393569960240479,America/Chicago
4873647322106633953,America/Chicago
6916037338549121180,America/Chicago
6857135258254265593,America/Chicago
4161772017643582927,America/Chicago
1352595710113623376,America/Chicago
1195597592963692878,America/Chicago
6087083978055560812,America/Chicago
6272901838375088552,America/Chicago
7834232823683467966,America/Chicago
1265618319626440838,America/Chicago
466834410540172344,America/Chicago
3859463111626099136,America/Chicago
8452777618327034567,America/Chicago
3832894647282914485,America/Chicago
7118921019941583924,America/Chicago
6630662777571457708,America/Chicago
6514029577432232231,America/Chicago
7003649883691974790,America/Chicago
130955237087450280,America/Chicago
6530239491569517622,America/Chicago
4338345080498315675,America/Chicago
1222535850393860412,America/Chicago
7319330480267641891,America/Chicago
7589827169500497867,America/Chicago
1533903692306113107,America/Chicago
6689623260520570330,America/Chicago
5108980723963467503,America/Chicago
4465184548745789760,America/Chicago
6737616692153207290,America/Chicago
3248965879582094198,America/Chicago
5081715036100836729,America/Chicago
8070722223338266232,America/Chicago
4449997582152856966,America/Chicago
3390153829311738919,America/Chicago
6591749030352608125,America/Chicago
5905706931709191245,America/Chicago
2494310527535070667,America/Chicago
3767574309250544663,America/Chicago
5400810281617691359,America/Chicago
3830830144736939469,America/Chicago
1222893676877529147,America/Chicago
8477226174020564716,America/Chicago
